tipo_temario,termino_ingles,estado_temario,confianza,codigo_HM,termino_semilla,semantica,motivo,decision
SIGN,Resonance or Hyperresonance-Open,ok,ninguna,,,,,
SIGN,Resonance or Hyperresonance-Tension,ok,ninguna,,,,,
SIGN,Restriction of All Shoulder Motions,ok,ninguna,,,,,
SIGN,Restriction of All Shoulder Motions-Trauma and Arthritis,ok,ninguna,,,,,
SIGN,Restriction of Motion,ok,ninguna,,,,,
SIGN,Reticular Pattern-Livedo Reticularis,ok,ninguna,,,,,
SIGN,Retinal Detachment,ok,ninguna,,,,,
SIGN,Retinal Hemorrhage,ok,ninguna,,,,,
SIGN,Retinal Spots,ok,ninguna,,,,,
SIGN,Retracted TM,ok,ninguna,,,,,
SIGN,Retropharyngeal Abscess,ok,ninguna,,,,,
SIGN,Rhonchus,revisar,ninguna,,,,,
SIGN,Right Ventricular Impulse,revisar,ninguna,,,,,
SIGN,Romberg Sign,ok,ninguna,,,,,
SIGN,Rubs,ok,ninguna,,,,,
SIGN,Rubs (Pleural Friction Rub),ok,ninguna,,,,,
SIGN,Rubs (Pleural Friction Rub)) and Pericardial Rub (,ok,ninguna,,,,,
SIGN,Sacral Pain,ok,ninguna,,,,,
SIGN,Scalp Wounds,ok,ninguna,,,,,
SIGN,Scars,ok,ninguna,,,,,
SIGN,Sciatic Nerve Signs,ok,ninguna,,,,,
SIGN,Scrotal Carcinoma,ok,ninguna,,,,,
SIGN,Scrotal Edema,ok,ninguna,,,,,
SIGN,Scrotal Gangrene,ok,ninguna,,,,,
SIGN,Seborrheic Keratoses,ok,ninguna,,,,,
SIGN,Second Heart Sound-Onset of Ventricular,ok,ninguna,,,,,
SIGN,Sentinel Node (Virchow Node),ok,ninguna,,,,,
SIGN,Septal Abscess,ok,ninguna,,,,,
SIGN,Septal Hematoma,ok,ninguna,,,,,
SIGN,Septic Thrombophlebitis of the Internal,ok,ninguna,,,,,
SIGN,Shallow Abdominal Cavity,ok,ninguna,,,,,
SIGN,Shallow Breathing-Hypopnea,ok,ninguna,,,,,
SIGN,Shifted Borders of Cardiac Dullness,ok,ninguna,,,,,
SIGN,Short Stature,ok,ninguna,,,,,
SIGN,Shortened Palpebral Fissures-Fetal Alcohol,ok,ninguna,,,,,
SIGN,Shortness,revisar,ninguna,,,,,
SIGN,Shortness of Breath-Dyspnea,ok,ninguna,,,,,
SIGN,Shoulder Weakness,ok,ninguna,,,,,
SIGN,Sialorrhea (Ptyalism),ok,ninguna,,,,,
SIGN,Signs of Meningeal Irritation,ok,ninguna,,,,,
SIGN,Sinusitis and Ocular Palsies-Cavernous,ok,ninguna,,,,,
SIGN,Sinusitis and Periorbital Edema-Orbital,ok,ninguna,,,,,
SIGN,Sinusitis and Periorbital Edema-Periorbital,ok,ninguna,,,,,
SIGN,"Skin Abscess-Furuncle, Carbuncle",ok,ninguna,,,,,
SIGN,Skin or Nipple Retraction,ok,ninguna,,,,,
SIGN,Skin Pallor and Coldness-Chronic Arterial,ok,ninguna,,,,,
SIGN,Skin Tags (Acrochordons),ok,ninguna,,,,,
SIGN,Small Testes-Atrophy,ok,ninguna,,,,,
SIGN,Smooth Tongue-Glossitis,ok,ninguna,,,,,
SIGN,Snoring,ok,ninguna,,,,,
SIGN,Soft Corn,ok,ninguna,,,,,
SIGN,Softening (Hegar Sign),ok,ninguna,,,,,
SIGN,Spasticity,ok,ninguna,,,,,
SIGN,Spondyloarthritis,ok,ninguna,,,,,
SIGN,Stasis Dermatitis,revisar,ninguna,,,,,
SIGN,Stellate Figure-Arterial Spider,revisar,ninguna,,,,,
SIGN,Stereotypic Behaviors,ok,ninguna,,,,,
SIGN,Sternocleidomastoid and Trapezius,ok,ninguna,,,,,
SIGN,Sternocleidomastoid and Trapezius Weakness,revisar,ninguna,,,,,
SIGN,Stevens-Johnson Syndrome,ok,ninguna,,,,,
SIGN,Stiff Neck,ok,ninguna,,,,,
SIGN,Stiffened Great Toe-Hallux Rigidus,ok,ninguna,,,,,
SIGN,Striae,ok,ninguna,,,,,
SIGN,Stridor,ok,ninguna,,,,,
SIGN,Subacute Localized,ok,ninguna,,,,,
SIGN,Subconjunctival Hemorrhage,ok,ninguna,,,,,
SIGN,Subconjunctival Vessels,ok,ninguna,,,,,
SIGN,Subcutaneous and Mediastinal Emphysema and Esophageal,ok,ninguna,,,,,
SIGN,Subcutaneous Crepitus,ok,ninguna,,,,,
SIGN,Sublingual Mass-Carcinoma,ok,ninguna,,,,,
SIGN,Subungual,ok,ninguna,,,,,
SIGN,Subungual Hemorrhage,ok,ninguna,,,,,
SIGN,Sudden Onset of Loud Systolic Murmurs,ok,ninguna,,,,,
SIGN,Superficial Thrombophlebitis,ok,ninguna,,,,,
SIGN,Surgical And Traumatic Scars,ok,ninguna,,,,,
SIGN,Sweet Syndrome,ok,ninguna,,,,,
SIGN,Swelling of the Ankle Joint-Joint Effusion,ok,ninguna,,,,,
SIGN,Swelling of the Cheek,ok,ninguna,,,,,
SIGN,Swelling of the Dorsum,ok,ninguna,,,,,
SIGN,Swelling of the Elbow,ok,ninguna,,,,,
SIGN,Swelling of the Wrist,ok,ninguna,,,,,
SIGN,Swollen Gums-Scurvy,ok,ninguna,,,,,
SIGN,Tactile Extinction Test,ok,ninguna,,,,,
SIGN,Tattoos,ok,ninguna,,,,,
SIGN,Tender,ok,ninguna,,,,,
SIGN,Tender Points,ok,ninguna,,,,,
SIGN,Tender Points-Fibromyalgia,ok,ninguna,,,,,
SIGN,Tender Prostatic Enlargement,ok,ninguna,,,,,
SIGN,Tender Prostatic Enlargement-Acute,ok,ninguna,,,,,
SIGN,Tender Prostatic Enlargement-Acute Prostatitis,ok,ninguna,,,,,
SIGN,Tender Testicular Swelling-Acute Orchitis,ok,ninguna,,,,,
SIGN,Tender Testicular Swelling-Testicular,ok,ninguna,,,,,
SIGN,Tender Thyroid-Subacute Thyroiditis,revisar,ninguna,,,,,
SIGN,Tenderness,ok,ninguna,,,,,
SIGN,Tenderness-Endometritis,ok,ninguna,,,,,
SIGN,Tetany,ok,ninguna,,,,,
SIGN,Thenar Wasting,ok,ninguna,,,,,
SIGN,Thickening of Skin-Callus,ok,ninguna,,,,,
SIGN,Thrills,ok,ninguna,,,,,
SIGN,"Thrush, Candidiasis",ok,ninguna,,,,,
SIGN,Thyroid Bruit,ok,ninguna,,,,,
SIGN,Thyroid Enlargement: Goiter,ok,ninguna,,,,,
SIGN,Tics,ok,ninguna,,,,,
SIGN,Tight Skin-Sclerodactyly,ok,ninguna,,,,,
SIGN,Tight Sphincter-Apprehension,ok,ninguna,,,,,
SIGN,Tight Sphincter-Fissure in Ano,ok,ninguna,,,,,
SIGN,Tongue Deviation and Wasting,ok,ninguna,,,,,
SIGN,Tongue Enlargement,ok,ninguna,,,,,
SIGN,Tonic Pupil (Adie Pupil),ok,ninguna,,,,,
SIGN,Tonsillar Enlargement-Hyperplasia,ok,ninguna,,,,,
SIGN,Tracheal Displacement from Goiter,ok,ninguna,,,,,
SIGN,Transverse Furrow in Nail Plate-Beau Line,ok,ninguna,,,,,
SIGN,Tremors,ok,ninguna,,,,,
SIGN,Tricuspid Regurgitation (TR),ok,ninguna,,,,,
SIGN,Tricuspid Stenosis,ok,ninguna,,,,,
SIGN,Trigger Points-Myofascial Pain,ok,ninguna,,,,,
SIGN,Triple Rhythms and Gallops,ok,ninguna,,,,,
SIGN,Trophic Disturbances,ok,ninguna,,,,,
SIGN,Tubal Mass-Ectopic Pregnancy,ok,ninguna,,,,,
SIGN,Twice Peaking (Dicrotic) Pulses,ok,ninguna,,,,,
SIGN,Tympanitic Percussion-Tympanites,ok,ninguna,,,,,
SIGN,Ulcer,ok,ninguna,,,,,
SIGN,Ulcer of the Sole-Perforating Neurotrophic,ok,ninguna,,,,,
SIGN,Ulnar Nerve Paralysis-Adductor Weakness,ok,ninguna,,,,,
SIGN,Unequal Pupils-Anisocoria,ok,ninguna,,,,,
SIGN,Unilateral Miosis-Horner Syndrome,ok,ninguna,,,,,
SIGN,Unreactive Pupil-Pupillary Paralysis,ok,ninguna,,,,,
SIGN,Urethral Discharge,ok,ninguna,,,,,
SIGN,Urethral Meatus Abnormalities,ok,ninguna,,,,,
SIGN,Urethral Stricture,ok,ninguna,,,,,
SIGN,Urticaria,ok,ninguna,,,,,
SIGN,Uterine Enlargement-Leiomyoma (Fibroid),ok,ninguna,,,,,
SIGN,Uterine Enlargement-Neoplasm of,revisar,ninguna,,,,,
SIGN,Uterine Enlargement-Pregnancy,ok,ninguna,,,,,
SIGN,Uvula Edema,ok,ninguna,,,,,
SIGN,Vaginal,ok,ninguna,,,,,
SIGN,Vaginal Discharge and Vaginitis,ok,ninguna,,,,,
SIGN,Vaginal Ulcers,ok,ninguna,,,,,
SIGN,Valvular Aortic Stenosis,ok,ninguna,,,,,
SIGN,Valvular Pulmonic Stenosis,ok,ninguna,,,,,
SIGN,Varying Squint Angle-Noncomitant,ok,ninguna,,,,,
SIGN,Venous Engorgement,ok,ninguna,,,,,
SIGN,Venous Hum,ok,ninguna,,,,,
SIGN,Venous Occlusion,ok,ninguna,,,,,
SIGN,Ventricular Septal Defect,ok,ninguna,,,,,
SIGN,Vesicles on the TM,ok,ninguna,,,,,
SIGN,Vestibule Folliculitis,ok,ninguna,,,,,
SIGN,Vestibule Furunculosis,ok,ninguna,,,,,
SIGN,Violaceous Lids,ok,ninguna,,,,,
SIGN,Visible Peristalsis,ok,ninguna,,,,,
SIGN,Visible Pulsations,ok,ninguna,,,,,
SIGN,Visual Field Loss-Optic Nerve (CN II),ok,ninguna,,,,,
SIGN,Vitiligo,ok,ninguna,,,,,
SIGN,Voice Sounds,ok,ninguna,,,,,
SIGN,Vulvar Inflammation-Vulvitis,ok,ninguna,,,,,
SIGN,Vulvar Rash,ok,ninguna,,,,,
SIGN,"Vulvar Swelling, Masses, and Growths",ok,ninguna,,,,,
SIGN,Weak Elbow Flexion,ok,ninguna,,,,,
SIGN,"Weakness-Muscle Paralysis, Paresis",revisar,ninguna,,,,,
SIGN,Weight Gain,ok,ninguna,,,,,
SIGN,"Weight Gain, but more commonly the exact",revisar,ninguna,,,,,
SIGN,Weight Loss,ok,ninguna,,,,,
SIGN,Wheezes,ok,ninguna,,,,,
SIGN,Wide Stance,ok,ninguna,,,,,
SIGN,Widened Palpebral Fissures,ok,ninguna,,,,,
SIGN,Widened Pulse Pressure,ok,ninguna,,,,,
SIGN,Xanthomas,ok,ninguna,,,,,
SIGN,Xerostomia,ok,ninguna,,,,,
SIGN,"Xerostomia, Sjögren Syndrome",ok,ninguna,,,,,
SIGN,Yellow Lid Plaques-Xanthelasma,ok,ninguna,,,,,
SIGN,Yellow Sclera-Icterus and Fat,ok,ninguna,,,,,
SYNDROME,(Osteitis Fibrosa Cystica),ok,ninguna,,,,,
SYNDROME,Abdominal Pain,ok,ninguna,,,,,
SYNDROME,Abdominal Pain and Pallor,revisar,ninguna,,,,,
SYNDROME,Abdominal Pain and Pallor-Follicular,ok,ninguna,,,,,
SYNDROME,Abdominal Pain and Pallor-Follicular and Corpus Luteum,ok,ninguna,,,,,
SYNDROME,Abdominal Pain and Pallor-Follicular and Corpus Luteum Hemorrhage,ok,ninguna,,,,,
SYNDROME,Abdominal Wall Pain Syndromes,ok,ninguna,,,,,
SYNDROME,Aberrant Right Subclavian Artery,ok,ninguna,,,,,
SYNDROME,Abnormal Body,ok,ninguna,,,,,
SYNDROME,Abnormal Body Proportions: Marfan,ok,ninguna,,,,,
SYNDROME,Abuse and Neglect,ok,ninguna,,,,,
SYNDROME,Acrocyanosis,ok,ninguna,,,,,
SYNDROME,Acromegaly and Gigantism,ok,ninguna,,,,,
SYNDROME,Acute,revisar,ninguna,,,,,
SYNDROME,Acute Abdominal Pain,ok,ninguna,,,,,
SYNDROME,Acute Abdominal Pain-Acute,ok,ninguna,,,,,
SYNDROME,Acute Abdominal Pain-Acute Peritonitis,revisar,ninguna,,,,,
SYNDROME,"Acute Abdominal Pain-Acute Peritonitis, 499-502; and Pelvic Pain",ok,ninguna,,,,,
SYNDROME,Acute Bloody Diarrhea,ok,ninguna,,,,,
SYNDROME,Acute Bronchitis,ok,ninguna,,,,,
SYNDROME,Acute Coronary Syndromes: Unstable,ok,ninguna,,,,,
SYNDROME,Acute Epigastric Pain,ok,ninguna,,,,,
SYNDROME,Acute External Otitis,ok,ninguna,,,,,
SYNDROME,Acute Extremity Artery Obstruction,ok,ninguna,,,,,
SYNDROME,Acute Hepatic Vein Thrombosis,ok,ninguna,,,,,
SYNDROME,Acute Laryngeal Obstruction,ok,ninguna,,,,,
SYNDROME,Acute Laryngitis,ok,ninguna,,,,,
SYNDROME,Acute LLQ Pain,ok,ninguna,,,,,
SYNDROME,Acute LUQ Pain,ok,ninguna,,,,,
SYNDROME,Acute Mastoiditis,ok,ninguna,,,,,
SYNDROME,Acute Nonbloody Diarrhea,ok,ninguna,,,,,
SYNDROME,Acute Otitis Media,revisar,ninguna,,,,,
SYNDROME,Acute Otitis Media with Effusion,ok,ninguna,,,,,
SYNDROME,Acute Otitis Media with Effusion (Serous Otitis Media),ok,ninguna,,,,,
SYNDROME,Acute Pharyngitis,ok,ninguna,,,,,
SYNDROME,Acute Renal,ok,ninguna,,,,,
SYNDROME,Acute Renal Failure,ok,ninguna,,,,,
SYNDROME,Acute Renal Failure and Chapter 12,ok,ninguna,,,,,
SYNDROME,Acute RLQ Pain,ok,ninguna,,,,,
SYNDROME,Acute RUQ Pain,revisar,ninguna,,,,,
SYNDROME,Acute Suppurative Otitis Media,ok,ninguna,,,,,
SYNDROME,Acute Suprapubic Pain,ok,ninguna,,,,,
SYNDROME,Adjustment Disorders,ok,ninguna,,,,,
SYNDROME,Alcohol-Related Illness,ok,ninguna,,,,,
SYNDROME,Alexia and Agraphia,ok,ninguna,,,,,
SYNDROME,Alopecia Areata,ok,ninguna,,,,,
SYNDROME,Amyloidosis,ok,ninguna,,,,,
SYNDROME,Amyotrophic Lateral Sclerosis,ok,ninguna,,,,,
SYNDROME,Anaphylactic Shock,ok,ninguna,,,,,
SYNDROME,Angina Pectoris,ok,ninguna,,,,,
SYNDROME,Anterior Ischemic Optic,ok,ninguna,,,,,
SYNDROME,Anterior Ischemic Optic Neuropathy (AION,revisar,ninguna,,,,,
SYNDROME,Antiphospholipid Syndrome,ok,ninguna,,,,,
SYNDROME,Aortic Dissection,ok,ninguna,,,,,
SYNDROME,Arterial Aneurysms,ok,ninguna,,,,,
SYNDROME,Arteriovenous Fistula: Acquired,revisar,ninguna,,,,,
SYNDROME,Arthritis-Inflammatory,ok,ninguna,,,,,
SYNDROME,Aspiration Pneumonia,ok,ninguna,,,,,
SYNDROME,Asthma,ok,ninguna,,,,,
SYNDROME,Atheroembolic Disease,revisar,ninguna,,,,,
SYNDROME,Atrial Fibrillation,ok,ninguna,,,,,
SYNDROME,Atrial Flutter,ok,ninguna,,,,,
SYNDROME,Autonomic Neuropathy,ok,ninguna,,,,,
SYNDROME,Autosensitization Dermatitis,ok,ninguna,,,,,
SYNDROME,Bacterial Meningitis,ok,ninguna,,,,,
SYNDROME,Benign,revisar,ninguna,,,,,
SYNDROME,Benign Prostatic Hyperplasia,ok,ninguna,,,,,
SYNDROME,Body Piercing,ok,ninguna,,,,,
SYNDROME,Bony Nodules (Occupational),ok,ninguna,,,,,
SYNDROME,Bony Swellings,ok,ninguna,,,,,
SYNDROME,Botulism,ok,ninguna,,,,,
SYNDROME,Breast Mass,ok,ninguna,,,,,
SYNDROME,Calciphylaxis,ok,ninguna,,,,,
SYNDROME,Cardiac Dilatation,ok,ninguna,,,,,
SYNDROME,Cardiac Hypertrophy,ok,ninguna,,,,,
SYNDROME,Carotodynia,ok,ninguna,,,,,
SYNDROME,Cavernous Sinus Thrombosis,ok,ninguna,,,,,
SYNDROME,Cellulitis,ok,ninguna,,,,,
SYNDROME,Chronic,revisar,ninguna,,,,,
SYNDROME,Chronic Abdominal Pain,ok,ninguna,,,,,
SYNDROME,Chronic Bronchitis,ok,ninguna,,,,,
SYNDROME,Chronic Constant Diarrhea,ok,ninguna,,,,,
SYNDROME,Chronic Cough,ok,ninguna,,,,,
SYNDROME,Chronic Daily Headache,ok,ninguna,,,,,
SYNDROME,Chronic Diarrhea,revisar,ninguna,,,,,
SYNDROME,Chronic Diarrhea and Malabsorption,ok,ninguna,,,,,
SYNDROME,Chronic Epigastric Pain,ok,ninguna,,,,,
SYNDROME,Chronic External Otitis,ok,ninguna,,,,,
SYNDROME,Chronic Fatigue Syndrome,ok,ninguna,,,,,
SYNDROME,Chronic Intermittent Diarrhea,ok,ninguna,,,,,
SYNDROME,Chronic Kidney,ok,ninguna,,,,,
SYNDROME,Chronic Kidney Disease and Chronic,ok,ninguna,,,,,
SYNDROME,Chronic Kidney Disease and Chronic Renal Failure,ok,ninguna,,,,,
SYNDROME,Chronic Laryngitis,ok,ninguna,,,,,
SYNDROME,Chronic Painless Enlargement of,revisar,ninguna,,,,,
SYNDROME,Chronic Portal Vein Obstruction,ok,ninguna,,,,,
SYNDROME,Chronic Prostatitis,ok,ninguna,,,,,
SYNDROME,Chronic RUQ,ok,ninguna,,,,,
SYNDROME,Chronic RUQ Pain,ok,ninguna,,,,,
SYNDROME,Chronic Suppurative Otitis Media,ok,ninguna,,,,,
SYNDROME,Chronic Vegetative State,ok,ninguna,,,,,
SYNDROME,Cluster Headache,ok,ninguna,,,,,
SYNDROME,Coarctation of the Aorta,ok,ninguna,,,,,
SYNDROME,Coma,ok,ninguna,,,,,
SYNDROME,Common Variable Immunodeficiency,ok,ninguna,,,,,
SYNDROME,Compartment Syndrome,revisar,ninguna,,,,,
SYNDROME,Complex Regional Pain Syndrome,ok,ninguna,,,,,
SYNDROME,Compression Neuropathies,ok,ninguna,,,,,
SYNDROME,Congenital Heart Disease,ok,ninguna,,,,,
SYNDROME,Congestive Heart Failure (CHF),ok,ninguna,,,,,
SYNDROME,Constrictive Pericarditis,ok,ninguna,,,,,
SYNDROME,Corticosteroid Excess,ok,ninguna,,,,,
SYNDROME,Cutaneous Nevi-Moles,ok,ninguna,,,,,
SYNDROME,Cutaneous T-Cell Lymphoma,ok,ninguna,,,,,
SYNDROME,Death,ok,ninguna,,,,,
SYNDROME,Deep Vein Thrombosis (DVT),ok,ninguna,,,,,
SYNDROME,Delirium,ok,ninguna,,,,,
SYNDROME,Dementia,ok,ninguna,,,,,
SYNDROME,Depression,ok,ninguna,,,,,
SYNDROME,Dermatomyositis,ok,ninguna,,,,,
SYNDROME,Difficulty Swallowing,ok,ninguna,,,,,
SYNDROME,Difficulty Swallowing-Dysphagia,ok,ninguna,,,,,
SYNDROME,Digital Gangrene,ok,ninguna,,,,,
SYNDROME,Disorders of Language,ok,ninguna,,,,,
SYNDROME,Disseminated,revisar,ninguna,,,,,
SYNDROME,Dizziness,ok,ninguna,,,,,
SYNDROME,Down Syndrome,ok,ninguna,,,,,
SYNDROME,Dysthymia,ok,ninguna,,,,,
SYNDROME,Dystonias,ok,ninguna,,,,,
SYNDROME,Eating Disorders,ok,ninguna,,,,,
SYNDROME,Ectopic Pregnancy,ok,ninguna,,,,,
SYNDROME,Emphysema,ok,ninguna,,,,,
SYNDROME,Endemic North American Fever,ok,ninguna,,,,,
SYNDROME,Endemic North American Fever Syndromes,revisar,ninguna,,,,,
SYNDROME,Endocarditis (NBTE),ok,ninguna,,,,,
SYNDROME,Endometrial Cancer,ok,ninguna,,,,,
SYNDROME,Endometriosis,ok,ninguna,,,,,
SYNDROME,Epidural Hematoma,ok,ninguna,,,,,
SYNDROME,Epidural Spinal Cord Compression,ok,ninguna,,,,,
SYNDROME,Epigastric Hernia,revisar,ninguna,,,,,
SYNDROME,Epigastric Masses,ok,ninguna,,,,,
SYNDROME,Erectile Dysfunction: Impotence,ok,ninguna,,,,,
SYNDROME,Erysipelas,ok,ninguna,,,,,
SYNDROME,Erythema Multiforme,ok,ninguna,,,,,
SYNDROME,Erythema Nodosum,revisar,ninguna,,,,,
SYNDROME,Erythrocytosis-Polycythemia,ok,ninguna,,,,,
SYNDROME,Esophageal,revisar,ninguna,,,,,
SYNDROME,Esophageal Pain,revisar,ninguna,,,,,
SYNDROME,Esophageal Pain and Dysphagia,ok,ninguna,,,,,
SYNDROME,Facial,revisar,ninguna,,,,,
SYNDROME,Facial Pain-Acute Suppurative,ok,ninguna,,,,,
SYNDROME,Facial Pain-Trigeminal Neuralgia,revisar,ninguna,,,,,
SYNDROME,Facial Pain-Trigeminal Neuralgia (Tic Douloureux),ok,ninguna,,,,,
SYNDROME,Factitious Disorders,revisar,ninguna,,,,,
SYNDROME,Fecal Incontinence,ok,ninguna,,,,,
SYNDROME,Fever in Returning Travelers,ok,ninguna,,,,,
SYNDROME,Fever of Unknown Origin (FUO),ok,ninguna,,,,,
SYNDROME,Fibromyalgia,ok,ninguna,,,,,
SYNDROME,Folliculitis,ok,ninguna,,,,,
SYNDROME,Fractures,ok,ninguna,,,,,
SYNDROME,Galactorrhea,ok,ninguna,,,,,
SYNDROME,Gastric Distention,ok,ninguna,,,,,
SYNDROME,Generalized,revisar,ninguna,,,,,
SYNDROME,Generalized Anxiety Disorder,ok,ninguna,,,,,
SYNDROME,Generalized Seizure,ok,ninguna,,,,,
SYNDROME,Giant Cell Arteritis,ok,ninguna,,,,,
SYNDROME,Glaucoma,ok,ninguna,,,,,
SYNDROME,Goiter,ok,ninguna,,,,,
SYNDROME,Growth Retardation-Cystic Fibrosis,ok,ninguna,,,,,
SYNDROME,Gynecomastia,ok,ninguna,,,,,
SYNDROME,Hashimoto Thyroiditis,ok,ninguna,,,,,
SYNDROME,Headache,ok,ninguna,,,,,
SYNDROME,Headache Present on Awakening,ok,ninguna,,,,,
SYNDROME,Hearing Loss,ok,ninguna,,,,,
SYNDROME,Heat Exhaustion (Heat Prostration),ok,ninguna,,,,,
SYNDROME,Heat Stroke,ok,ninguna,,,,,
SYNDROME,Hemisection of the Spinal Cord,ok,ninguna,,,,,
SYNDROME,Hemorrhagic Stroke: See Headache,ok,ninguna,,,,,
SYNDROME,Hepatopulmonary Syndrome,ok,ninguna,,,,,
SYNDROME,Hepatopulmonary Syndrome seen in patients,revisar,ninguna,,,,,
SYNDROME,Herniated Intervertebral Disk,ok,ninguna,,,,,
SYNDROME,Hidradenitis Suppurative,ok,ninguna,,,,,
SYNDROME,HIV and AIDS,ok,ninguna,,,,,
SYNDROME,Homelessness,ok,ninguna,,,,,
SYNDROME,Horner Syndrome,ok,ninguna,,,,,
SYNDROME,Hyperparathyroidism,ok,ninguna,,,,,
SYNDROME,Hypersensitivity Pneumonitis,ok,ninguna,,,,,
SYNDROME,Hyperthyroidism,revisar,ninguna,,,,,
SYNDROME,Hypertrophic Cardiomyopathy,ok,ninguna,,,,,
SYNDROME,"Hypomania, Mania, Bipolar",ok,ninguna,,,,,
SYNDROME,Hypoparathyroidism,ok,ninguna,,,,,
SYNDROME,Hypopituitarism,ok,ninguna,,,,,
SYNDROME,Hypothyroidism,ok,ninguna,,,,,
SYNDROME,Ichthyosis,ok,ninguna,,,,,
SYNDROME,Illiteracy,ok,ninguna,,,,,
SYNDROME,Immune Thrombocytopenic Purpura,ok,ninguna,,,,,
SYNDROME,Impulse Control Disorders,ok,ninguna,,,,,
SYNDROME,Incisional Hernia,ok,ninguna,,,,,
SYNDROME,Infectious Exanthems,revisar,ninguna,,,,,
SYNDROME,Infective Endocarditis,ok,ninguna,,,,,
SYNDROME,Infertility,ok,ninguna,,,,,
SYNDROME,Inguinal Hernia,ok,ninguna,,,,,
SYNDROME,Institutionalization,ok,ninguna,,,,,
SYNDROME,Insufficiency,ok,ninguna,,,,,
SYNDROME,Interstitial Cystitis,ok,ninguna,,,,,
SYNDROME,Interstitial Lung Disease,ok,ninguna,,,,,
SYNDROME,Interstitial Nephritis,ok,ninguna,,,,,
SYNDROME,Intracerebral Hemorrhage,ok,ninguna,,,,,
SYNDROME,Irregular Breathing-Sleep,ok,ninguna,,,,,
SYNDROME,Irregular Breathing-Sleep Apnea,revisar,ninguna,,,,,
SYNDROME,Ischemic Stroke,ok,ninguna,,,,,
SYNDROME,Isolated Systolic Hypertension,ok,ninguna,,,,,
SYNDROME,Isolation,ok,ninguna,,,,,
SYNDROME,IVC Obstruction,ok,ninguna,,,,,
SYNDROME,Klinefelter Syndrome,ok,ninguna,,,,,
SYNDROME,Laryngeal Dyspnea,ok,ninguna,,,,,
SYNDROME,LLQ Masses,revisar,ninguna,,,,,
SYNDROME,LLQ Masses occurs primarily in children,revisar,ninguna,,,,,
SYNDROME,Loin Pain,ok,ninguna,,,,,
SYNDROME,Loin Pain-Hematuria Syndrome-IgA,ok,ninguna,,,,,
SYNDROME,"Loin Pain-Hematuria Syndrome-IgA Nephropathy, for further discussion",revisar,ninguna,,,,,
SYNDROME,Loss of Balance and Falls,ok,ninguna,,,,,
SYNDROME,Lumbosacral Strain,ok,ninguna,,,,,
SYNDROME,Lung Abscess,revisar,ninguna,,,,,
SYNDROME,"Lung Abscess, acute dissection of the thoracic",revisar,ninguna,,,,,
SYNDROME,Lupus Erythematosus,ok,ninguna,,,,,
SYNDROME,Lymphedema,ok,ninguna,,,,,
SYNDROME,Malignant (Necrotizing) External,ok,ninguna,,,,,
SYNDROME,Malignant Hypertension,ok,ninguna,,,,,
SYNDROME,Marfan Syndrome,revisar,ninguna,,,,,
SYNDROME,Mass Above the Inguinal Ligament,ok,ninguna,,,,,
SYNDROME,Mediastinal Emphysema,ok,ninguna,,,,,
SYNDROME,Mediastinal Tumors,ok,ninguna,,,,,
SYNDROME,Menstrual Disorders,ok,ninguna,,,,,
SYNDROME,Metabolic Syndrome,ok,ninguna,,,,,
SYNDROME,Metastasis to Bone,ok,ninguna,,,,,
SYNDROME,Metastatic Cancer,ok,ninguna,,,,,
SYNDROME,Migraine,ok,ninguna,,,,,
SYNDROME,Mild Cognitive Impairment,ok,ninguna,,,,,
SYNDROME,Minimally Conscious State,ok,ninguna,,,,,
SYNDROME,Monarticular Arthritis,ok,ninguna,,,,,
SYNDROME,Multiple Sclerosis,ok,ninguna,,,,,
SYNDROME,Myasthenia Gravis,revisar,ninguna,,,,,
SYNDROME,Myiasis,ok,ninguna,,,,,
SYNDROME,Myofascial Pain Syndrome,ok,ninguna,,,,,
SYNDROME,Myofascial Pain Syndrome may antedate other,revisar,ninguna,,,,,
SYNDROME,Narcolepsy,ok,ninguna,,,,,
SYNDROME,Necrotizing Soft-Tissue Infection,ok,ninguna,,,,,
SYNDROME,Neuroleptic Malignant Syndrome,ok,ninguna,,,,,
SYNDROME,Neuropathy (AION),ok,ninguna,,,,,
SYNDROME,Neurosyphilis,ok,ninguna,,,,,
SYNDROME,Noisy Tympanites with Colic,revisar,ninguna,,,,,
SYNDROME,Numb Chin Syndrome,revisar,ninguna,,,,,
SYNDROME,Obesity,ok,ninguna,,,,,
SYNDROME,Obsessive-Compulsive Disorder,revisar,ninguna,,,,,
SYNDROME,Oligoarthritis and Polyarthritis,ok,ninguna,,,,,
SYNDROME,Orbital Cellulitis,revisar,ninguna,,,,,
SYNDROME,Orbital Cellulitis and Fig. 7-41D are present without obvious,revisar,ninguna,,,,,
SYNDROME,Osteogenesis Imperfecta,ok,ninguna,,,,,
SYNDROME,Osteomalacia,ok,ninguna,,,,,
SYNDROME,Osteomyelitis,ok,ninguna,,,,,
SYNDROME,Osteoporosis,ok,ninguna,,,,,
SYNDROME,Other Abdominal Masses,ok,ninguna,,,,,
SYNDROME,Other Abdominal Masses. Hernias are protrusions,revisar,ninguna,,,,,
SYNDROME,Ovarian Cancer,ok,ninguna,,,,,
SYNDROME,Ovarian Cysts,revisar,ninguna,,,,,
SYNDROME,Ovarian Torsion,ok,ninguna,,,,,
