tipo,termino,estado,motivo,variantes,n_registros
SYNDROME,Sinusitis and Ocular Palsies-Cavernous Sinus,ok,,,1
SYNDROME,Sinusitis and Ocular Palsies-Cavernous Sinus Thrombosis,ok,,,1
SYNDROME,Six-Dermatome Pain,ok,,,1
SYNDROME,Six-Dermatome Pain with Dysphagia,ok,,,1
SYNDROME,Six-Dermatome Pain-Esophageal,ok,,,1
SYNDROME,Sjögren,ok,,,1
SYNDROME,Sleep-Disordered,ok,,,1
SYNDROME,Solitary Thyroid Nodule,ok,,,2
SYNDROME,Somatoform and Related,ok,,,1
SYNDROME,Spider Bites,ok,,,1
SYNDROME,Spinal Stenosis,ok,,,1
SYNDROME,Splenomegaly,ok,,,1
SYNDROME,Spondylitis,ok,,,1
SYNDROME,Spontaneous Esophageal Rupture,ok,,,1
SYNDROME,Strangulated Hernia,ok,,,1
SYNDROME,Subarachnoid Hemorrhage,ok,,,1
SYNDROME,Subdural Hematoma,ok,,,1
SYNDROME,Subphrenic,revisar,calificador suelto: falta el sustantivo,,1
SYNDROME,Subphrenic Diseases,ok,,,1
SYNDROME,Sudden Cardiac,ok,,,1
SYNDROME,Sudden Cardiac Death-Cardiac,ok,,,1
SYNDROME,Sudden Unexplained Death,revisar,cortado: acababa en conector,,1
SYNDROME,Sudden Visual Loss,revisar,llevaba otra frase pegada; paréntesis sobrante,,3
SYNDROME,Suicide,ok,,,1
SYNDROME,Suppurative Lymphadenopathy,ok,,,1
SYNDROME,Suppurative Paranasal,ok,,,1
SYNDROME,Suppurative Paranasal Sinusitis,revisar,llevaba otra frase pegada,,4
SYNDROME,Suprapubic and Pelvic Masses,ok,,,1
SYNDROME,SVC Obstruction-SVC Syndrome,ok,,,1
SYNDROME,Swimmer's Eruption,ok,,,1
SYNDROME,Syncope,ok,,,1
SYNDROME,Syndrome-Reflex,ok,,,1
SYNDROME,Syphilis,ok,,,2
SYNDROME,Syringomyelia and Chiari,ok,,,1
SYNDROME,Tension-Type Headache,ok,,,1
SYNDROME,Tetanus,ok,,,1
SYNDROME,Third-Degree (Complete) AV Block,ok,,,1
SYNDROME,Thoracic Outlet Syndromes,ok,,,1
SYNDROME,Thromboangiitis Obliterans,revisar,paréntesis sin cerrar,,1
SYNDROME,Thromboangiitis Obliterans (Buerger Disease) for further,revisar,"parece frase, no título",,1
SYNDROME,Thrombocytopenia,ok,,,1
SYNDROME,Thrombocytosis,ok,,,1
SYNDROME,Thrombophilia,ok,,,1
SYNDROME,Thrombosis of the Axillary Vein,ok,,,1
SYNDROME,Thunderclap Headache,ok,,,1
SYNDROME,Thyroiditis,ok,,,2
SYNDROME,TMJ Pain,ok,,,4
SYNDROME,Torticollis (Wryneck),ok,,,1
SYNDROME,Torticollis (Wryneck). for discussion of goiters and thyroid nodules,revisar,"parece frase, no título",,1
SYNDROME,Tourette Syndrome,ok,,,1
SYNDROME,Toxic Shock Syndrome,ok,,,1
SYNDROME,Tracheal or Bronchial Obstruction,ok,,,1
SYNDROME,Traction,ok,,,1
SYNDROME,Transient Ischemic Attack,ok,,,1
SYNDROME,Transient Weakness of Ocular,ok,,,1
SYNDROME,Transient Weakness of Ocular Muscles,ok,,,1
SYNDROME,Trigeminal Neuralgia-Tic,ok,,,1
SYNDROME,Ulceroglandular Syndromes,ok,,,1
SYNDROME,Umbilical Hernia,ok,,,1
SYNDROME,Urethritis,ok,,,1
SYNDROME,Urinary Incontinence,ok,,,1
SYNDROME,Urinary Retention,ok,,,1
SYNDROME,Urinary Tract Infection,revisar,llevaba otra frase pegada,,2
SYNDROME,Uroepithelial Cancer,revisar,paréntesis sin cerrar,,1
SYNDROME,Urolithiasis,ok,,,1
SYNDROME,Uveal Tract Inflammation-Uveitis,ok,,,1
SYNDROME,Valvular Heart Disease,ok,,,1
SYNDROME,Varicose Veins,ok,,,1
SYNDROME,Vascular Disease,ok,,,1
SYNDROME,Vasculitis,ok,,,1
SYNDROME,Venous Stasis,ok,,,1
SYNDROME,Ventricular Fibrillation (VF),ok,,,1
SYNDROME,Ventricular Tachycardia (VT),ok,,,1
SYNDROME,Vertigo,ok,,,3
SYNDROME,Visceral Enlargement,ok,,,1
SYNDROME,Vitamin D Deficiency,ok,,,1
SYNDROME,Warfarin Skin Necrosis-Protein C,ok,,,1
